REF_DATE,GEO,DGUID,CDUID,Authorized_police_officer_strength,Authorized_police_officer_strength_per100k_population,Crime_severity_index,Female_police_officers,Male_police_officers,Net_gain_or_loss_hirings_and_departures,Police_officers_eligible_to_retire,Police_officers_per_100k_population,Population,Total_number_of_civilian_and_other_personnel,Total_number_of_police_officers,Weighted_clearance_rate
2000,"High River, Alberta, Royal Canadian Mounted Police, municipal",48720,4872,8,87.1,85.65,,,,,76.2,9185,0,7,46.38
2000,"Highway Safety Division (Highway 407), Ontario, Ontario Provincial Police, municipal",35171,3517,,,,,,,,,,,,
2000,"Hinton, Alberta, Royal Canadian Mounted Police, municipal",48930,4893,13,131.8,182.87,4,8,,,121.6,9867,0,12,34.65
2000,"Hobbema, Alberta, municipal",48090,4809,6,661.5,,,,,,661.5,907,6,6,
2000,"Hobbema, Alberta, municipal",48095,4809,8,352.4,467.39,,,,,352.4,2270,6,8,49.69
2000,"Hope, British Columbia, Royal Canadian Mounted Police, municipal",59749,5974,12,184.9,182.08,,,,,169.5,6491,0,11,47.97
2000,"Hudson Bay, Saskatchewan, Royal Canadian Mounted Police, municipal",47751,4775,3,161.3,144.84,,,,,161.3,1860,0,3,50.34
2000,"Hudson, Quebec, municipal",24107,2410,9,185.4,29.83,0,9,,,185.4,4854,1,9,34.42
2000,"Hull, Quebec, municipal",24108,2410,122,183.8,132.14,14,110,,,186.8,66372,55,124,37.14
2000,"Humboldt, Saskatchewan, Royal Canadian Mounted Police, municipal",47848,4784,6,113.5,87.25,0,5,,,94.6,5286,0,5,41.43
2000,"Huron (Central Huron), Ontario, Ontario Provincial Police, municipal",35215,3521,,,,,,,,,,,,
2000,"Huron (Goderich), Ontario, Ontario Provincial Police, municipal",35493,3549,13,165.5,75.76,4,9,,,165.5,7857,1,13,46.33
2000,"Huron East, Ontario, Ontario Provincial Police, municipal",35480,3548,5,207,55.61,0,5,,,207,2416,0,5,60.86
2000,"Indian Head, Saskatchewan, Royal Canadian Mounted Police, municipal",47810,4781,2,110,24.63,,,,,165,1818,0,3,109.73
2000,"Ingersoll, Ontario, municipal",35141,3514,17,150.9,70.35,,,,,133.2,11265,15,15,62.1
2000,"Innisfail, Alberta, Royal Canadian Mounted Police, municipal",48875,4887,7,100.7,98.9,,,,,86.4,6948,0,6,42.33
2000,"Jaffray Melick, Ontario, Ontario Provincial Police, municipal",35029,3502,5,120.5,58.61,,,,,120.5,4150,0,5,47.55
2000,"James Bay (Cochrane), Ontario, Ontario Provincial Police, municipal",35058,3505,9,190,123.07,,,,,190,4736,2,9,86.69
2000,"James Bay (Hearst), Ontario, Ontario Provincial Police, municipal",35117,3511,0,,,0,0,,,,,0,0,
2000,"James Bay (Kapuskasing), Ontario, Ontario Provincial Police, municipal",35476,3547,10,102.8,75.83,,,,,102.8,9731,1,10,82.41
2000,"James Bay (Smooth Rock Falls), Ontario, Ontario Provincial Police, municipal",35079,3507,2,103.8,31.79,,,,,103.8,1927,0,2,169.03
2000,"Joliette, Quebec, municipal",24116,2411,55,100.6,105.55,8,47,,,100.6,54665,10,55,32.18
2000,"Jonquière, Quebec, municipal",24117,2411,79,140,70.34,5,63,,,120.5,56440,24,68,35.58
2000,"Kahnawake First Nations, Quebec, municipal",24255,2425,,,,,,,,,,,,
2000,"Kamloops, British Columbia, Royal Canadian Mounted Police, municipal",59763,5976,101,125.4,160.31,14,74,,,109.2,80551,0,88,34.11
2000,"Kamsack, Saskatchewan, Royal Canadian Mounted Police, municipal",47919,4791,5,236.7,378.87,,,,,236.7,2112,0,5,75.83
2000,"Kanesatake, Quebec, municipal",24198,2419,14,1074.4,80.11,,,,,844.2,1303,6,11,62.09
2000,"Kativik Region, Quebec, municipal",24379,2437,43,446.6,92.69,,,,,332.4,9628,7,32,69.94
2000,"Kawartha Lakes, Ontario, municipal",35157,3515,33,77.1,85.85,7,26,,,77.1,42799,19,33,48.67
2000,"Keewatin, Ontario, Ontario Provincial Police, municipal",35030,3503,3,139,59.17,,,,,139,2158,0,3,44.64
2000,"Kelowna, British Columbia, Royal Canadian Mounted Police, municipal",59765,5976,118,118.9,142.35,21,93,,,114.8,99281,0,114,27.44
2000,"Kennebecasis Regional Police Force, New Brunswick, municipal",13024,1302,30,114.1,24.17,5,25,,,114.1,26292,6,30,55.5
2000,"Kenora (Sioux Narrows-Nestor Falls), Ontario, Ontario Provincial Police, municipal",35031,3503,1,156,,,,,,156,641,0,1,
2000,"Kenora, Ontario, Ontario Provincial Police, municipal",35150,3515,,,,,,,,,,,,
2000,"Kenora, Ontario, municipal",35147,3514,27,262.4,217.17,,,,,262.4,10291,17,27,57.18
2000,"Kensington, Prince Edward Island, municipal",11009,1100,2,142.9,111.47,,,,,142.9,1400,0,2,0
2000,"Kent, British Columbia, Royal Canadian Mounted Police, municipal",59029,5902,,,,,,,,,,,,
2000,"Kentville, Nova Scotia, municipal",12023,1202,17,294.7,122.41,,,,,277.3,5769,1,16,60.28
2000,"Killaloe (Bonnechere Valley), Ontario, Ontario Provincial Police, municipal",35178,3517,,,,,,,,,,,,
2000,"Killarney, Manitoba, Royal Canadian Mounted Police, municipal",46730,4673,3,131.6,49.46,,,,,131.6,2279,0,3,36.78
2000,"Kimberley, British Columbia, Royal Canadian Mounted Police, municipal",59801,5980,8,117.3,127.03,,,,,117.3,6822,0,8,52.87
2000,"Kindersley, Saskatchewan, Royal Canadian Mounted Police, municipal",47852,4785,6,127.3,132.45,,,,,127.3,4713,0,6,48.95
2000,"Kingston, Ontario, municipal",35151,3515,147,125.1,95.76,26,121,,,125.1,117474,46,147,33.37
2000,"Kirkland Lake, Ontario, Ontario Provincial Police, municipal",35477,3547,19,206.9,192.1,5,14,,,206.9,9182,2,19,66.43
2000,"Kitigan Zibi Anishinabeg, Quebec, municipal",24159,2415,6,448.4,81.67,0,7,,,523.2,1338,1,7,59.05
2000,"Kitimat, British Columbia, Royal Canadian Mounted Police, municipal",59850,5985,15,136.8,84.96,,,,,127.6,10968,0,14,46.55
2000,"Klemtu, British Columbia, municipal",59006,5900,2,639,,,,,,639,313,0,2,
2000,"L'Ancienne-Lorette, Quebec, municipal",24194,2419,0,,,0,0,,,,,0,0,
2000,"L'Assomption, Quebec, municipal",24135,2413,15,94,71.91,,,,,94,15957,4,15,19.69
2000,"L'île-perrot, Quebec, municipal",24113,2411,20,112.5,54.23,,,,,112.5,17785,10,20,27.83
2000,"La Baie, Quebec, municipal",24212,2421,31,150.3,46.39,,,,,150.3,20625,12,31,38.53
2000,"La Malbaie, Quebec, municipal",24128,2412,20,159.5,58.72,,,,,135.6,12540,1,17,44.87
2000,"La Plaine, Quebec, municipal",24136,2413,20,127,90.7,,,,,88.9,15751,8,14,28.55
2000,"La Pocatière, Quebec, municipal",24130,2413,7,,,,,,,,,2,8,
2000,"La Prairie, Quebec, municipal",24131,2413,20,105.9,79.91,,,,,121.8,18891,8,23,30.73
2000,"La Romaine, Quebec, municipal",24114,2411,3,319.1,,,,,,319.1,940,0,3,
2000,"La Ronge, Saskatchewan, Royal Canadian Mounted Police, municipal",47939,4793,8,281.6,413.18,,,,,281.6,2841,0,8,58.37
2000,"La Tuque, Quebec, municipal",24137,2413,21,179.1,73.27,,,,,162,11726,6,19,38.4
2000,"LaSalle, Ontario, municipal",35388,3538,30,119.5,37.56,,,,,119.5,25106,8,30,33.88
2000,"Labrador, Newfoundland and Labrador, Royal Newfoundland Constabulary, municipal",10501,1050,21,197.4,65.79,,,,,197.4,10637,4,21,21.68
2000,"Lac Brome, Quebec, municipal",24120,2412,8,145.7,56.19,,,,,127.5,5492,1,7,19.4
2000,"Lac La Biche, Alberta, Royal Canadian Mounted Police, municipal",48764,4876,5,177.4,191.13,0,5,,,177.4,2819,0,5,50.86
2000,"Lac Seul, Ontario, municipal",35153,3515,6,821.9,,,,,,821.9,730,2,6,
2000,"Lac Simon, Quebec, municipal",24167,2416,3,299.1,250.87,,,,,299.1,1003,1,3,40.63
2000,"Lac-mégantic, Quebec, municipal",24166,2416,8,133.1,60.03,0,8,,,133.1,6009,3,8,40.66
2000,"Lac-rapide, Quebec, municipal",24260,2426,,,,,,,,,,,,
2000,"Lac-rapide, Quebec, municipal",24274,2427,,,,,,,,,,,,
2000,"Lachenaie, Quebec, municipal",24109,2410,20,93.1,48.2,,,,,93.1,21484,14,20,42.25
2000,"Lachute, Quebec, municipal",24124,2412,22,118.2,89.99,,,,,118.2,18620,10,22,41.34
2000,"Lacombe, Alberta, municipal",48052,4805,10,106.2,68.65,,,,,106.2,9420,6,10,40.26
2000,"Ladysmith, British Columbia, Royal Canadian Mounted Police, municipal",59719,5971,7,102,90.83,,,,,102,6865,0,7,27
2000,"Ladysmith, British Columbia, municipal",59003,5900,5,,,,,,,,,1,5,
2000,"Lake Country, British Columbia, Royal Canadian Mounted Police, municipal",59748,5974,8,83,96.48,,,,,72.6,9637,0,7,43.88
2000,"Lake Cowichan, British Columbia, municipal",59007,5900,1,531.9,,,,,,531.9,188,1,1,
2000,"Lakeshore Regional, Alberta, municipal",48017,4801,,,,,,,,,,,,
2000,"Lambton (Point Edward), Ontario, Ontario Provincial Police, municipal",35015,3501,5,226.7,101.62,0,5,,,226.7,2206,1,5,43.47
2000,"Lambton (St. Clair/Lambton Shores), Ontario, Ontario Provincial Police, municipal",35090,3509,62,117.7,31.09,9,53,,,117.7,52671,0,62,39.45
2000,"Lanark County (Beckwith), Ontario, Ontario Provincial Police, municipal",35043,3504,3,49.2,41.99,,,,,49.2,6097,0,3,35.13
2000,"Lanark County (Carleton Place), Ontario, Ontario Provincial Police, municipal",35140,3514,,,,,,,,,,,,
2000,"Lanark County (Lanark Highlands), Ontario, Ontario Provincial Police, municipal",35075,3507,3,61.2,76.8,,,,,61.2,4899,0,3,34.72
2000,"Lanark County (Montague), Ontario, Ontario Provincial Police, municipal",35037,3503,3,78.8,42.14,,,,,78.8,3806,0,3,19.85
2000,"Lanark County (Perth), Ontario, Ontario Provincial Police, municipal",35221,3522,12,194.9,135.05,,,,,227.4,6156,18,14,58.34
2000,"Lanark County (Tay Valley Township), Ontario, Ontario Provincial Police, municipal",35040,3504,5,90.2,49.44,,,,,90.2,5543,0,5,33.41
2000,"Langford, British Columbia, Royal Canadian Mounted Police, municipal",59844,5984,25,129.9,118.81,5,20,,,129.9,19246,0,25,26.63
2000,"Langley City, British Columbia, Royal Canadian Mounted Police, municipal",59930,5993,41,167.8,200.18,7,32,,,159.6,24440,0,39,18.92
2000,"Langley Township, British Columbia, Royal Canadian Mounted Police, municipal",59731,5973,107,119.2,116.34,29,70,,,110.3,89730,0,99,19.41
2000,"Lanigan, Saskatchewan, Royal Canadian Mounted Police, municipal",47855,4785,2,149.6,65.1,,,,,149.6,1337,0,2,54.59
2000,"Laval, Quebec, municipal",24141,2414,462,133.6,96.42,83,379,,,133.6,345907,132,462,27.85
2000,"Le Gardeur, Quebec, municipal",24072,2407,24,101.3,47.66,,,,,101.3,23686,11,24,35.91
2000,"Leaf Rapids, Manitoba, Royal Canadian Mounted Police, municipal",46779,4677,4,282.7,108.96,0,5,,,353.4,1415,0,5,33.61
2000,"Lebel-sur-Quévillon, Quebec, municipal",24143,2414,6,,,,,,,,,1,6,
2000,"Leduc, Alberta, Royal Canadian Mounted Police, municipal",48798,4879,16,104.7,89.66,,,,,104.7,15289,0,16,33.83
2000,"Lery, Quebec, municipal",24149,2414,5,,,0,4,,,,,1,4,
2000,"Lethbridge Region, Alberta, municipal",48054,4805,109,159.5,133.58,5,101,,,155.1,68337,36,106,52.65
2000,"Listowel, Ontario, municipal",35158,3515,0,,,0,0,,,,,0,0,
2000,"Listuguj, Quebec, municipal",24214,2421,0,0,37.03,0,0,,,0,1440,0,0,78.18
2000,"Lloydminster, Alberta, Royal Canadian Mounted Police, municipal",48007,4800,,,,,,,,,,,,
2000,"Lloydminster, Saskatchewan, Royal Canadian Mounted Police, municipal",47714,4771,26,123.3,158.33,5,20,,,118.6,21082,0,25,52.42
2000,"London, Ontario, municipal",35162,3516,465,134.1,114.08,59,400,,,132.3,346826,174,459,39.27
2000,"Longueuil, Quebec, municipal",24152,2415,184,141.4,126.85,28,153,,,139.1,130095,125,181,36
2000,"Longueuil, Quebec, municipal",24231,2423,,,,,,,,,,,,
2000,"Loretteville, Quebec, municipal",24153,2415,64,105.8,52.71,7,45,,,85.9,60510,8,52,29.66
2000,"Lorraine, Quebec, municipal",24140,2414,6,63,31.05,,,,,73.5,9518,7,7,22.8
2000,"Lower Mainland Integrated Teams, British Columbia",59034,5903,,,,,,,,,,,,
2000,"Lunenburg, Nova Scotia, municipal",12029,1202,10,273.1,48.96,,,,,245.8,3662,2,9,34.11
2000,"Luseland, Saskatchewan, municipal",47098,4709,1,160.5,,,,,,160.5,623,1,1,
2000,"Lévis, Quebec, municipal",24148,2414,66,125.6,60.17,6,48,,,102.8,52535,24,54,27.65
2000,"Lévis, Quebec, municipal",24219,2421,0,,,0,0,,,,,0,0,
2000,"Mackenzie, British Columbia, Royal Canadian Mounted Police, municipal",59929,5992,8,142.5,105.16,,,,,142.5,5613,0,8,46.46
2000,"Macklin, Saskatchewan, municipal",47099,4709,0,,,0,0,,,,,0,0,
2000,"Magog, Quebec, municipal",24157,2415,33,118.8,85.38,4,36,,,144,27776,16,40,37.29
2000,"Manawan, Quebec, municipal",24119,2411,6,366.5,182.98,,,,,183.3,1637,10,3,67.94
2000,"Manitoba First Nations, Manitoba, municipal",46070,4607,17,358,175.64,,,,,315.9,4749,7,15,42.59
2000,"Maple Creek, Saskatchewan, Royal Canadian Mounted Police, municipal",47895,4789,3,129,132.97,,,,,129,2325,0,3,48.02
2000,"Maple Ridge, British Columbia, Royal Canadian Mounted Police, municipal",59727,5972,66,102.2,134.56,23,38,,,94.4,64608,0,61,18.14
2000,"Marathon, Ontario, Ontario Provincial Police, municipal",35471,3547,9,194,57.96,,,,,194,4639,1,9,68.95
2000,"Marieville, Quebec, municipal",24180,2418,10,134.1,75.15,0,7,,,93.9,7458,4,7,36.83
2000,"Markdale (Grey Highlands), Ontario, Ontario Provincial Police, municipal",35100,3510,0,0,17.09,0,0,,,0,9398,0,0,37.14
2000,"Martensville, Saskatchewan, Royal Canadian Mounted Police, municipal",47004,4700,,,,,,,,,,,,
2000,"Mascouche, Quebec, municipal",24165,2416,29,97,70.17,,,,,97,29898,21,29,32.5
2000,"Mashteuiatsh First Nations, Quebec, municipal",24147,2414,7,374.5,51.33,0,7,,,374.5,1869,1,7,57.84
2000,"Matane, Quebec, municipal",24164,2416,19,158.4,95.69,0,19,,,158.4,11997,7,19,57.35
2000,"McAdam, New Brunswick, Royal Canadian Mounted Police, municipal",13769,1376,3,192.1,82.36,,,,,192.1,1562,0,3,28.21
2000,"Meadow Lake, Saskatchewan, Royal Canadian Mounted Police, municipal",47718,4771,10,209.5,282.91,4,6,,,209.5,4774,0,10,55.92
2000,"Meaford-Thornbury, Ontario, municipal",35001,3500,12,183.3,62.48,,,,,198.5,6548,3,13,55.46
2000,"Medicine Hat, Alberta, municipal",48062,4806,84,162.1,98.44,4,80,,,162.1,51815,26,84,44.95
2000,"Melfort, Saskatchewan, Royal Canadian Mounted Police, municipal",47757,4775,7,121.2,117.26,,,,,103.9,5774,0,6,47.38
2000,"Melville, Saskatchewan, Royal Canadian Mounted Police, municipal",47923,4792,5,108.4,80.38,0,5,,,108.4,4612,0,5,76.03
2000,"Mercier, Quebec, municipal",24170,2417,10,104.7,46.41,0,10,,,104.7,9547,4,10,37.54
2000,"Merritt, British Columbia, Royal Canadian Mounted Police, municipal",59783,5978,11,146.4,209.32,,,,,146.4,7512,0,11,36.51
2000,"Middlesex (Thames Centre), Ontario, Ontario Provincial Police, municipal",35201,3520,,,,,,,,,,,,
2000,"Middlesex, Ontario, Ontario Provincial Police, rural",35183,3518,,,,,,,,,,,,
2000,"Middleton, Nova Scotia, municipal",12031,1203,5,,,0,5,,,,,4,5,
2000,"Midland, Ontario, municipal",35177,3517,25,147.8,136.89,,,,,153.7,16920,11,26,42.12
2000,"Mingan, Quebec, municipal",24125,2412,2,491.4,,,,,,491.4,407,1,2,
2000,"Minnedosa, Manitoba, Royal Canadian Mounted Police, municipal",46735,4673,4,159.8,109.24,,,,,159.8,2503,0,4,26.27
2000,"Mirabel, Quebec, municipal",24273,2427,40,92.7,80.46,5,35,,,92.7,43151,16,40,26.76
2000,"Miramichi, New Brunswick, municipal",13015,1301,41,214,114.32,,,,,214,19156,13,41,64.33
2000,"Mission, British Columbia, Royal Canadian Mounted Police, municipal",59734,5973,45,138,157.24,7,35,,,128.8,32619,0,42,28.05
2000,"Mississippi Mills, Ontario, Ontario Provincial Police, rural",35036,3503,8,67.4,56.94,,,,,67.4,11864,1,8,43.85
2000,"Mistissini, Quebec, municipal",24374,2437,,,,,,,,,,,,
2000,"Mont-Tremblant, Quebec, municipal",24283,2428,5,100.7,149.66,0,5,,,100.7,4964,3,5,36.83
2000,"Mont-joli, Quebec, municipal",24171,2417,9,148.1,53.77,0,9,,,148.1,6076,1,9,46.95
2000,"Mont-st-hilaire, Quebec, municipal",24187,2418,15,104.9,74.93,,,,,104.9,14299,9,15,23.97
2000,"Montague, Prince Edward Island, Royal Canadian Mounted Police, municipal",11709,1170,3,151.9,162.39,,,,,151.9,1975,0,3,68.38
2000,"Montcalm, Quebec, municipal",24188,2418,25,101,93.74,4,21,,,101,24754,9,25,33.09
2000,"Montmagny, Quebec, municipal",24173,2417,14,117.2,45.73,,,,,117.2,11942,3,14,43.37
2000,"Montréal, Quebec, municipal",24175,2417,4180,228.1,155.41,853,3186,,,220.4,1832500,847,4039,28.78
2000,"Moore, Ontario, Ontario Provincial Police, municipal",35080,3508,0,,,0,0,,,,,0,0,
2000,"Moose Jaw, Saskatchewan, municipal",47045,4704,56,169,142.36,,,,,169,33142,23,56,40.2
2000,"Moosomin, Saskatchewan, Royal Canadian Mounted Police, municipal",47817,4781,3,123.1,68.47,,,,,82.1,2437,0,2,24.8
2000,"Morden, Manitoba, municipal",46033,4603,6,97.3,63.36,,,,,97.3,6164,1,6,53.88
2000,"Morin Heights, Quebec, municipal",24045,2404,7,272.5,54.88,,,,,311.4,2569,1,8,0
2000,"Morinville, Alberta, Royal Canadian Mounted Police, municipal",48897,4889,6,90.3,83.94,,,,,90.3,6648,0,6,41.79
2000,"Mount Forest (Southgate), Ontario, Ontario Provincial Police, municipal",35103,3510,0,0,40.92,0,0,,,0,7054,0,0,40.22
2000,"Municipality of Trent Lakes, Ontario, Ontario Provincial Police, municipal",35020,3502,10,220.4,127.16,,,,,220.4,4538,1,10,43.13
2000,"Métabetchouan, Quebec, municipal",24362,2436,5,,,0,5,,,,,0,5,
2000,"Nanaimo, British Columbia, Royal Canadian Mounted Police, municipal",59904,5990,66,87.1,158.01,17,91,,,142.6,75757,0,108,33.29
2000,"Napanee (Deseronto), Ontario, Ontario Provincial Police, rural",35122,3512,,,,,,,,,,,,
2000,"Napanee (Greater Napanee), Ontario, Ontario Provincial Police, municipal",35097,3509,0,0,100.82,0,0,,,0,15723,0,0,44.48
2000,"Napanee (Loyalist), Ontario, Ontario Provincial Police, municipal",35099,3509,0,0,67.5,0,0,,,0,15191,0,0,33.13
2000,"Napanee (Stone Mills), Ontario, Ontario Provincial Police, municipal",35035,3503,6,78.8,59.98,,,,,78.8,7617,0,6,27.04
2000,"Naskapi (Kawawachikamach), Quebec, municipal",24381,2438,3,554.5,,,,,,554.5,541,3,3,
2000,"Natasquan, Quebec, municipal",24126,2412,,,,,,,,,,,,
2000,"Neepawa, Manitoba, Royal Canadian Mounted Police, municipal",46733,4673,4,116.9,96.03,,,,,116.9,3421,0,4,61.94
2000,"Neguac, New Brunswick, Royal Canadian Mounted Police, municipal",13707,1370,3,171.3,13.53,,,,,171.3,1751,0,3,58.72
2000,"Nelson, British Columbia, municipal",59011,5901,17,173.9,116.28,,,,,173.9,9774,5,17,38.63
2000,"Nemaska, Quebec, municipal",24211,2421,0,0,,0,0,,,0,560,0,0,
2000,"New Glasgow, Nova Scotia, municipal",12058,1205,30,307.2,131.2,0,29,,,297,9765,15,29,45.97
2000,"New Westminster, British Columbia, municipal",59012,5901,110,196.7,198.24,17,98,,,205.6,55926,40,115,25.41
2000,"Niagara Region (St. Catharines), Ontario, municipal",35196,3519,602,141.8,92.72,67,546,,,144.4,424450,248,613,34.36
2000,"Nicolet, Quebec, municipal",24191,2419,7,160.6,77.75,0,7,,,160.6,4358,1,7,50.92
2000,"Nipawin, Saskatchewan, Royal Canadian Mounted Police, municipal",47759,4775,7,158.4,199.72,,,,,135.7,4420,0,6,49.41
2000,"Nipigon (Red Rock), Ontario, Ontario Provincial Police, municipal",35112,3511,0,0,,0,0,,,0,1279,0,0,
2000,"Nishnawbe-Aski Nation, Ontario, municipal",35011,3501,90,585.4,482.13,12,74,,,559.4,15373,20,86,84.74
2000,"Norfolk County, Ontario, Ontario Provincial Police, municipal",35070,3507,132,122,77.4,21,111,,,122,108226,21,132,40.42
2000,"Normandin, Quebec, municipal",24363,2436,7,190.9,28.81,,,,,190.9,3666,4,7,34.41
2000,"North Battleford, Saskatchewan, Royal Canadian Mounted Police, municipal",47721,4772,25,177,369.89,5,21,,,184,14128,0,26,35.9
2000,"North Bay (Bonfield), Ontario, Ontario Provincial Police, municipal",35116,3511,0,,,0,0,,,,,0,0,
2000,"North Bay (East Ferris), Ontario, Ontario Provincial Police, municipal",35149,3514,,,,,,,,,,,,
2000,"North Bay (Mattawa), Ontario, Ontario Provincial Police, municipal",35063,3506,7,170.7,120.83,,,,,170.7,4101,1,7,43.65
2000,"North Bay (Powassan), Ontario, Ontario Provincial Police, municipal",35068,3506,1,85.4,97.27,,,,,85.4,1171,0,1,64.63
2000,"North Bay, Ontario, municipal",35197,3519,91,156.6,92.5,12,74,,,148,58097,44,86,53.32
2000,"North Cowichan, British Columbia, Royal Canadian Mounted Police, municipal",59906,5990,27,99.3,97.98,8,13,,,77.2,27191,0,21,34.53
2000,"North Parry Sound group of two, Ontario, Ontario Provincial Police, municipal",35067,3506,2,62.6,36.59,,,,,62.6,3197,0,2,36.57
2000,"North Peace Tribal, Alberta, municipal",48006,4800,,,,,,,,,,,,
2000,"North Saanich, British Columbia, Royal Canadian Mounted Police, municipal",59815,5981,8,74.1,34.41,,,,,55.6,10797,0,6,21.56
2000,"North Vancouver City, British Columbia, Royal Canadian Mounted Police, municipal",59706,5970,64,139.1,136.64,12,42,,,117.4,46010,0,54,26.19
2000,"North Vancouver District, British Columbia, Royal Canadian Mounted Police, municipal",59707,5970,90,104,76.34,30,62,,,106.3,86545,0,92,21.44
2000,"Northern Rockies Regional Municipality, British Columbia, Royal Canadian Mounted Police, municipal",59039,5903,,,,,,,,,,,,
2000,"Northern Rockies Regional municipality, British Columbia, Royal Canadian Mounted Police, municipal",59033,5903,,,,,,,,,,,,
2000,"Northumberland (Alnwick/Haldimand), Ontario, Ontario Provincial Police, municipal",35091,3509,0,0,76.54,0,0,,,0,6376,0,0,28.45
2000,"Northumberland (Brighton), Ontario, Ontario Provincial Police, municipal",35016,3501,6,118.7,136.1,,,,,118.7,5056,0,6,30.49
2000,"Northumberland (Cramahe), Ontario, Ontario Provincial Police, municipal",35113,3511,0,,,0,0,,,,,0,0,
2000,"Northumberland (Hamilton), Ontario, Ontario Provincial Police, municipal",35170,3517,,,,,,,,,,,,
2000,"Northumberland (Hope), Ontario, Ontario Provincial Police, municipal",35093,3509,0,0,46.6,0,0,,,0,4043,0,0,20.51
2000,"Northumberland (Trent Hills), Ontario, Ontario Provincial Police, municipal",35110,3511,0,0,73.43,0,0,,,0,13020,0,0,44.94
2000,"Nottawasaga (New Tecumseth/Essa/Adjala Tosorontio), Ontario, Ontario Provincial Police, municipal",35470,3547,46,84.7,64.65,12,34,,,84.7,54308,4,46,38.5
2000,"Oak Bay, British Columbia, municipal",59015,5901,22,119.3,54.5,,,,,119.3,18437,5,22,22.51
